Date,Open,High,Low,Close,Adj Close,Volume
2022-03-31,93.77999877929688,94.58000183105469,93.51000213623047,93.94000244140625,93.94000244140625,6599300
2022-04-01,94.95999908447266,96.94999694824219,94.58999633789062,96.77999877929688,96.77999877929688,5686400
2022-04-04,95.98999786376953,96.56999969482422,95.4000015258789,96.27999877929688,96.27999877929688,5176200
2022-04-05,95.41000366210938,97.02999877929688,95.41000366210938,95.66000366210938,95.66000366210938,3623500
2022-04-06,96.77999877929688,99.11000061035156,95.51000213623047,99.0199966430664,99.0199966430664,7381500
2022-04-07,98.05000305175781,100.12999725341797,97.9800033569336,99.66999816894531,99.66999816894531,8385400
2022-04-08,100.08999633789062,100.94999694824219,99.87000274658203,100.06999969482422,100.06999969482422,5086200
2022-04-11,100.87999725341797,101.66000366210938,99.58000183105469,101.23999786376953,101.23999786376953,7200300
2022-04-12,101.04000091552734,101.1500015258789,99.83000183105469,100.48999786376953,100.48999786376953,5320100
2022-04-13,100.31999969482422,101.58999633789062,100.31999969482422,101.19999694824219,101.19999694824219,6708300
2022-04-14,101.0,102.04000091552734,100.76000213623047,101.7699966430664,101.7699966430664,4368700
2022-04-18,101.48999786376953,102.25,100.87999725341797,101.05000305175781,101.05000305175781,7424800
2022-04-19,101.16000366210938,102.69000244140625,100.66999816894531,102.58000183105469,102.58000183105469,6603900
2022-04-20,102.29000091552734,103.87999725341797,102.29000091552734,103.05000305175781,103.05000305175781,5796800
2022-04-21,103.37000274658203,105.73999786376953,101.93000030517578,105.05999755859375,105.05999755859375,5835500
2022-04-22,105.16999816894531,105.19999694824219,102.58999633789062,102.69000244140625,102.69000244140625,4139900
2022-04-25,101.93000030517578,102.69999694824219,100.23999786376953,102.52999877929688,102.52999877929688,4580300
2022-04-26,102.55999755859375,103.30000305175781,102.12000274658203,102.7699966430664,102.7699966430664,4614700
2022-04-27,103.0999984741211,103.2699966430664,101.61000061035156,101.69000244140625,101.69000244140625,4259400
2022-04-28,102.0,103.12000274658203,100.94999694824219,102.41000366210938,102.41000366210938,4399800
2022-04-29,102.62000274658203,102.95999908447266,99.79000091552734,100.0,100.0,4911100
2022-05-02,101.38999938964844,101.38999938964844,96.48999786376953,98.56999969482422,98.56999969482422,7263500
2022-05-03,98.88999938964844,99.56999969482422,97.43000030517578,98.98999786376953,98.98999786376953,3839600
2022-05-04,98.69000244140625,100.63999938964844,98.41999816894531,100.55999755859375,100.55999755859375,3562100
2022-05-05,99.77999877929688,101.55000305175781,99.13500213623047,99.7699966430664,99.7699966430664,3752825
