Date,Open,High,Low,Close,Adj Close,Volume
2022-03-31,189.52999877929688,191.11000061035156,186.94000244140625,187.0,186.47068786621094,3801600
2022-04-01,188.1999969482422,189.4199981689453,186.27999877929688,187.1699981689453,186.64019775390625,2646700
2022-04-04,187.6199951171875,188.5,185.58999633789062,187.66000366210938,187.12881469726562,2971400
2022-04-05,187.49000549316406,190.83999633789062,184.8000030517578,185.39999389648438,184.87521362304688,2974700
2022-04-06,184.49000549316406,184.8699951171875,181.72999572753906,183.7100067138672,183.19000244140625,3143300
2022-04-07,181.52000427246094,183.27000427246094,179.11000061035156,182.38999938964844,182.38999938964844,4062400
2022-04-08,183.0,186.72000122070312,181.92999267578125,183.6999969482422,183.6999969482422,3075600
2022-04-11,181.05999755859375,182.44000244140625,177.25,177.57000732421875,177.57000732421875,4816800
2022-04-12,176.57000732421875,179.25,174.7100067138672,175.5399932861328,175.5399932861328,4348900
2022-04-13,174.22999572753906,180.02000427246094,174.0,179.58999633789062,179.58999633789062,2980600
2022-04-14,179.27000427246094,182.47000122070312,178.67999267578125,181.16000366210938,181.16000366210938,2664700
2022-04-18,181.3300018310547,185.88999938964844,181.0,184.47999572753906,184.47999572753906,2182700
2022-04-19,185.00999450683594,188.08999633789062,184.7100067138672,187.1699981689453,187.1699981689453,2713800
2022-04-20,188.3300018310547,190.14999389648438,187.63999938964844,188.4600067138672,188.4600067138672,2256200
2022-04-21,190.94000244140625,192.4199981689453,184.5800018310547,185.74000549316406,185.74000549316406,3973200
2022-04-22,185.42999267578125,185.5500030517578,180.32000732421875,180.5399932861328,180.5399932861328,4373700
2022-04-25,179.97999572753906,184.25999450683594,177.99000549316406,184.10000610351562,184.10000610351562,4408900
2022-04-26,183.25,183.91000366210938,178.5399932861328,178.64999389648438,178.64999389648438,3728100
2022-04-27,177.66000366210938,179.41000366210938,175.5,177.6300048828125,177.6300048828125,4085800
2022-04-28,180.35000610351562,183.88999938964844,177.61000061035156,181.97999572753906,181.97999572753906,2703200
2022-04-29,180.08999633789062,182.30999755859375,174.3300018310547,174.7100067138672,174.7100067138672,3210100
2022-05-02,174.64999389648438,174.8800048828125,167.50999450683594,171.6199951171875,171.6199951171875,3881800
2022-05-03,173.0,174.0,170.3300018310547,172.11000061035156,172.11000061035156,3152300
2022-05-04,172.22000122070312,178.1699981689453,171.1999969482422,177.82000732421875,177.82000732421875,2930400
2022-05-05,176.63999938964844,176.75999450683594,169.3300018310547,171.00999450683594,171.00999450683594,2887538
