Date,Open,High,Low,Close,Adj Close,Volume
2022-03-31,81.37000274658203,82.72000122070312,79.69000244140625,79.73999786376953,79.73999786376953,2382900
2022-04-01,81.76000213623047,83.2699966430664,80.1500015258789,80.62999725341797,80.62999725341797,3116600
2022-04-04,81.04000091552734,83.18000030517578,80.2699966430664,81.83999633789062,81.83999633789062,2171400
2022-04-05,81.6500015258789,82.38999938964844,78.27999877929688,79.06999969482422,79.06999969482422,2807100
2022-04-06,77.47000122070312,77.7699966430664,75.05999755859375,76.16999816894531,76.16999816894531,2926500
2022-04-07,75.94000244140625,76.13999938964844,71.52999877929688,73.97000122070312,73.97000122070312,3437600
2022-04-08,73.41999816894531,74.25,72.01000213623047,72.2300033569336,72.2300033569336,2418800
2022-04-11,71.30000305175781,73.76000213623047,70.37999725341797,71.29000091552734,71.29000091552734,2483800
2022-04-12,72.5999984741211,73.62999725341797,71.11000061035156,71.5,71.5,1956300
2022-04-13,72.3499984741211,74.45999908447266,72.18000030517578,73.56999969482422,73.56999969482422,2171300
2022-04-14,73.41999816894531,74.77999877929688,73.11000061035156,73.97000122070312,73.97000122070312,1617600
2022-04-18,73.5,73.77999877929688,72.25,73.45999908447266,73.45999908447266,1677800
2022-04-19,73.80000305175781,78.66000366210938,73.76000213623047,77.80000305175781,77.80000305175781,3531200
2022-04-20,77.80999755859375,79.27999877929688,77.55999755859375,77.75,77.75,1964100
2022-04-21,78.86000061035156,79.72000122070312,74.83999633789062,75.41999816894531,75.41999816894531,2612300
2022-04-22,75.41999816894531,76.3499984741211,73.05000305175781,73.19999694824219,73.19999694824219,2361500
2022-04-25,71.0199966430664,72.58000183105469,70.08000183105469,72.20999908447266,72.20999908447266,2492100
2022-04-26,71.1500015258789,71.5999984741211,67.9000015258789,68.22000122070312,68.22000122070312,3700000
2022-04-27,68.30000305175781,69.5999984741211,66.01000213623047,67.94999694824219,67.94999694824219,3062500
2022-04-28,68.9800033569336,71.47000122070312,66.80999755859375,70.73999786376953,70.73999786376953,2521200
2022-04-29,70.91000366210938,74.30000305175781,70.29000091552734,70.4800033569336,70.4800033569336,2420500
2022-05-02,70.95999908447266,72.25,69.0199966430664,71.70999908447266,71.70999908447266,2181800
2022-05-03,71.80000305175781,73.18000030517578,70.44000244140625,71.69000244140625,71.69000244140625,1846000
2022-05-04,71.8499984741211,72.62999725341797,68.13999938964844,71.95999908447266,71.95999908447266,3562100
2022-05-05,70.98999786376953,71.11000061035156,67.52999877929688,68.48999786376953,68.48999786376953,2938924
